latitude,longitude,copper_present,rock_type,rock_code,rock_favorability,is_intrusive,is_metamorphic,is_sedimentary,is_volcanic,clay_gridcode,clay_percent,soil_depth_code,soil_depth_class,dist_to_faults_m,inv_dist_faults,dist_to_dykes_m,inv_dist_dykes,dist_to_deposits_m,inv_dist_deposits,dist_to_rivers_m,inv_dist_rivers,structural_corridor
-18.462514144210026,11.744760708979216,0,No Data,ND,0.2,0,0,0,0,,,,,44039.06357266212,2.2706597558609117e-05,59465.96831111833,1.6816058198363436e-05,105539.33277209527,9.47505066294806e-06,29986.532891972744,3.334719143460069e-05,3.81835466032388e-10
-18.462514144210026,11.844760708979216,0,No Data,ND,0.2,0,0,0,0,,,,,33467.09178950826,2.987920573091905e-05,57033.42223054746,1.7533271327931558e-05,95218.39496092804,1.0502062110459073e-05,21087.443977461626,4.7419335493351465e-05,5.238802211432912e-10
-18.462514144210026,11.944760708979215,0,No Data,ND,0.2,0,0,0,0,,,,,22897.10677029252,4.3671732778247724e-05,56512.54058635291,1.7694874354438936e-05,84961.93472072855,1.1769838262849322e-05,12548.031834690652,7.96874223583999e-05,7.727658243517259e-10
-18.462514144210026,12.044760708979215,0,unconsolidated to semi-consolidated sediments,Qsp,0.2,0,0,0,0,1.0,,19.0,19.0,12331.828352339648,8.108440103362754e-05,57954.39179601076,1.7254649981830214e-05,74796.06605880284,1.3369508360312354e-05,4146.731221456112,0.0002410956608825144,1.3990829588215952e-09
-18.462514144210026,12.144760708979215,0,volcanic rocks,KET,1.0,0,0,0,1,1.0,,19.0,19.0,1838.258823741863,0.0005436972692976182,59063.82599411072,1.6930550173799018e-05,64763.00250970045,1.5440676320927177e-05,833.0087497411769,0.0011990281880260084,9.205093897200841e-09
-18.462514144210026,12.244760708979214,0,volcanic rocks,KET,1.0,0,0,0,1,1.0,,17.0,17.0,519.5314733715443,0.001921113421870307,54694.3585884227,1.8283087007892272e-05,54935.0350158121,1.820298825192194e-05,8602.011518601805,0.00011623836581384979,3.5123883844084475e-08
-18.462514144210026,12.344760708979214,0,pelitic rocks,NKs,0.2,0,0,0,0,1.0,,20.0,20.0,8265.025993031715,0.00012097711776408676,52138.92074060366,1.9179162257936766e-05,45444.81685370737,2.2004225454216302e-05,11357.175521105015,8.80423090963743e-05,2.320239771094944e-09
-18.462514144210026,12.444760708979214,0,marble,NKb,0.2,0,0,0,0,1.0,,9.0,9.0,17243.987672720177,5.7987864008850446e-05,51545.053272264704,1.9400127391286973e-05,36555.62848278125,2.735482022011455e-05,4069.022127623022,0.00024569890989364744,1.1249719489203236e-09
-18.462514144210026,12.544760708979213,0,diamictite//tillite,CDw,0.2,0,0,0,0,5.0,,18.0,18.0,20221.012305116823,4.945106277810778e-05,52862.44243427712,1.8916664408362312e-05,28828.038922650547,3.4687247212195994e-05,6450.755807530427,0.00015499656680012744,9.354491592103216e-10
-18.462514144210026,12.644760708979213,0,volcanic rocks,KET,1.0,0,0,0,1,5.0,,18.0,18.0,11428.390524380926,8.749372924713894e-05,56028.37453669868,1.7847780887595133e-05,23439.48214692868,4.266123852452524e-05,10997.294493236435,9.092318819203876e-05,1.5615689086415096e-09
-18.462514144210026,12.744760708979213,0,volcanic rocks,KET,1.0,0,0,0,1,4.0,,18.0,18.0,2576.1899722227777,0.0003880195138030585,60779.81375974745,1.64525602429867e-05,22165.94797306413,4.51122094577538e-05,900.9693342174556,0.0011086851426801503,6.38391442629923e-09
-18.462514144210026,12.844760708979212,0,gneiss,MEP,0.2,0,1,0,0,1.0,,13.0,13.0,6286.0599472597205,0.00015905685779819234,66880.70156393034,1.4951772706382598e-05,22591.361181528573,4.426274845577434e-05,3805.99545067353,0.00026267433543244214,2.3781819851899904e-09
-18.462514144210026,12.944760708979212,0,pelitic rocks,NKs,0.2,0,0,0,0,4.0,,10.0,10.0,14808.616147080682,6.752369474458818e-05,73997.75146676828,1.3513741518315816e-05,12735.627385538888,7.851372029108708e-05,3305.7728122641015,0.0003024096473429373,9.124977571400247e-10
-18.462514144210026,13.044760708979211,0,marble,NKb,0.2,0,0,0,0,6.0,,14.0,14.0,23597.84062825754,4.237496306503243e-05,75163.69578252781,1.3304118237813078e-05,6109.301590687918,0.00016365804292279077,9702.02474822989,0.00010306064613330279,5.637615189401535e-10
-18.462514144210026,13.144760708979211,0,gneiss,MEP,0.2,0,1,0,0,4.0,,17.0,17.0,32332.341078169986,3.0927827643371965e-05,69518.46656318424,1.4384460201390194e-05,6554.407124833153,0.0001525458268200927,5707.945463979245,0.00017516369814872618,4.448801058515395e-10
-18.462514144210026,13.24476070897921,0,gneiss,MEP,0.2,0,1,0,0,4.0,,19.0,19.0,22172.111924431236,4.509966861702256e-05,64837.268796317454,1.542299044321177e-05,12073.226831797094,8.282103806154541e-05,8116.878828779085,0.00012318488869960114,6.955717580723566e-10
-18.462514144210026,13.34476070897921,0,gneiss,MEP,0.2,0,1,0,0,4.0,,12.0,12.0,11611.788045923542,8.611196519263364e-05,61441.51253642052,1.627537609903635e-05,10610.208158462137,9.423997579413503e-05,1764.2222687004594,0.0005665008977799667,1.4015046201372397e-09
-18.462514144210026,13.44476070897921,0,carbonate rock,NAB,0.2,0,0,0,0,5.0,,17.0,17.0,1097.615936166193,0.0009102362045554063,59738.52076991662,1.67393374957165e-05,12095.54876358872,8.266820723362478e-05,10011.079284369254,9.98793528893832e-05,1.5236751028872987e-08
-18.462514144210026,13.54476070897921,0,carbonate rock,NAB,0.2,0,0,0,0,6.0,,17.0,17.0,7645.836511380403,0.00013077303254904824,59872.66165654841,1.6701834702147863e-05,5844.833414837941,0.00017106200759361225,15872.232404317288,6.299914059898818e-05,2.184149573132806e-09
-18.462514144210026,13.64476070897921,0,carbonate rock,NAB,0.2,0,0,0,0,6.0,,20.0,20.0,18050.019892070955,5.539853182696106e-05,61831.756290357385,1.6172657665528438e-05,7789.50453460101,0.00012836139117287798,14884.584465546604,6.71790887562761e-05,8.959414904103229e-10
-18.462514144210026,13.744760708979209,0,carbonate rock,NAB,0.2,0,0,0,0,6.0,,20.0,20.0,9277.883818747252,0.00010777158325655279,65451.94450505094,1.527815146532989e-05,5689.239716186852,0.00017573952063132427,15056.22232143204,6.641331174187601e-05,1.6465505726520243e-09
-18.462514144210026,13.844760708979209,0,carbonate rock,NAB,0.2,0,0,0,0,5.0,,20.0,20.0,1264.5357063659696,0.0007901792062995482,70477.55401186693,1.4188713347206634e-05,11398.480815281157,8.772329338538704e-05,14218.37422609829,7.0326582879055e-05,1.1211626251107544e-08
-18.462514144210026,13.944760708979208,0,carbonate rock,NTM,0.2,0,0,0,0,7.0,,18.0,18.0,11806.958709629827,8.468864302383298e-05,76632.44323366972,1.3049133091290348e-05,18715.943911499377,5.34275256007802e-05,19040.68839455686,5.25163514536796e-05,1.1051133741387745e-09
-18.462514144210026,14.044760708979208,0,carbonate rock,NTM,0.2,0,0,0,0,6.0,,20.0,20.0,22349.41101280226,4.474190651022939e-05,83667.65302818522,1.1951907480369416e-05,23402.024726715594,4.2729519439359286e-05,27198.513084520546,3.676536403032552e-05,5.347511271055997e-10
-18.462514144210026,14.144760708979208,0,unconsolidated to semi-consolidated sediments,NMD_uc,0.2,0,0,0,0,4.0,,20.0,20.0,32891.91843918796,3.040168058814204e-05,91379.99966892913,1.0943193920212875e-05,20074.846029133074,4.9811101288027886e-05,31957.621135790196,3.1290461367249296e-05,3.3269148617640977e-10
-18.462514144210026,14.244760708979207,0,carbonate rock,NOT,0.2,0,0,0,0,4.0,,20.0,20.0,43435.08163832458,2.302233448050431e-05,99612.26112355184,1.003882403528266e-05,21944.93122635089,4.5566533025460376e-05,33294.40207645433,3.003417702251371e-05,2.3111716473120338e-10
-18.462514144210026,14.344760708979207,0,unconsolidated to semi-consolidated sediments,Q/TKA,0.2,0,0,0,0,4.0,,20.0,20.0,53983.29193738873,1.8523906938703678e-05,108245.83090119268,9.238145742232366e-06,27988.957988592145,3.572709899770373e-05,29277.200368684247,3.415510473347238e-05,1.7112655201529398e-10
-18.462514144210026,14.444760708979206,0,unconsolidated to semi-consolidated sediments,Q/TKA,0.2,0,0,0,0,4.0,,20.0,20.0,64535.052572429406,1.5495214847200187e-05,117192.01257025341,8.532931939099461e-06,36171.707789667176,2.764515185909451e-05,28338.607205732962,3.528630417282936e-05,1.3221961367288264e-10
-18.462514144210026,14.544760708979206,0,unconsolidated to semi-consolidated sediments,NMD_uc,0.2,0,0,0,0,4.0,,20.0,20.0,75088.80456557659,1.3317387171073154e-05,118565.24883790588,8.434103379344645e-06,45349.77552317857,2.2050339568921034e-05,31180.573938307785,3.2070222047754325e-05,1.1232022014358911e-10
-18.462514144210026,14.644760708979206,0,unconsolidated to semi-consolidated sediments,Q/TKA,0.2,0,0,0,0,3.0,,20.0,20.0,85631.13416841388,1.167785913210205e-05,117910.41953852329,8.480942761216492e-06,55027.29648832107,1.817246878089775e-05,33208.05129563041,3.011227243735139e-05,9.903925487290679e-11
-18.462514144210026,14.744760708979205,0,unconsolidated to semi-consolidated sediments,Q/TKA,0.2,0,0,0,0,4.0,,20.0,20.0,96173.94940168154,1.0397717973559087e-05,118193.08118898695,8.460660550345542e-06,64981.46657390009,1.538876642767582e-05,22650.763297823327,4.4146673565854046e-05,8.797156227251016e-11
